text,label
You must download the sample dataset from the course portal and extract it into your workspace directory before moving on to the next section.,PRE_REQUISITE
System Configuration: Students must learn how to run package updates via the Linux apt package manager before configuring their local firewall rules.,PRE_REQUISITE
Prerequisite Competency: Students must learn how to calculate conditional probabilities from Quiz 3 before they can build the naive Bayes text filter.,PRE_REQUISITE
Lab Viva Voce performance accounts for 10% of the practical grade.,WEIGHTED_PRIORITY
Implement a Naive Bayes classifier to categorize the provided news articles into the predefined topic labels listed in the rubric.,TECHNICAL_TASK
"IMPORTANT REGULATION: The plagiarism declaration form must be electronically signed and appended by Oct, 202X.",ADMIN_TRAP
You can capture a flat four-point extra credit cushion by authoring an optional appendix detailing your hyperparameter search grid.,OPTIONAL_BONUS
Mandatory Background: You can only access this implementation guide if you have already completed the foundation database management systems sequence.,PRE_REQUISITE
If you run out of time you can just skip making the chart of your results since it is only for extra credit anyway.,OPTIONAL_BONUS
Finish the incomplete tokenizer script provided in the LMS by implementing the missing RegEx patterns for punctuation removal and sentence boundary detection.,TECHNICAL_TASK
Data Structures Activity Packet — Department of Computer Studies — Semester Copy — Page 4,IGNORE
FILE TYPE RESTRICTION: Only native .ipynb files will be accepted; exported HTML files are strictly prohibited.,ADMIN_TRAP
Account Status: Failing to renew your cluster access security pass before mid-semester results in a temporary freeze by the infrastructure helpdesk.,ADMIN_TRAP
The engineering department keeps a backup log of student login frequencies on the cluster to track daily lab room occupancy rates.,ADMIN_TRAP
Connecting your live training loop to an online experiment tracking server serves as a voluntary extension that yields a four-point extra credit cushion.,OPTIONAL_BONUS
Each student group must select an available alphanumeric workspace slot from the registration portal dropdown menu to claim a shared server folder.,ADMIN_TRAP
"ith the provided high-dimensional image dataset, implement a PCA pipeline to reduce feature dimensions before model training.",TECHNICAL_TASK
"Note: The submission link will automatically deactivate precisely at 2:00 PM on Friday, March 19, 2026.",ADMIN_TRAP
The architectural design document accounts for 30% of the total milestone grade.,WEIGHTED_PRIORITY
The system documentation and architecture diagram are worth a total of 10 points.,WEIGHTED_PRIORITY
Onboarding Prerequisite: You can verify that you have completed the initial diagnostic questionnaire distributed during the freshman orientation seminar.,PRE_REQUISITE
"With the provided satellite image dataset, implement a binary segmentation model using a U-Net architecture and evaluate it using the Intersection over Union metric.",TECHNICAL_TASK
"It is entirely optional to try out alternative loss functions, as we will only grade the baseline cross-entropy implementation anyway.",OPTIONAL_BONUS
Optimizing the model pipeline to decrease inference latency below 50ms awards a 10% grading premium.,OPTIONAL_BONUS
"For the Final Project in CCS 249, you and your group members are required to develop and submit an NLP System, which apply concepts discussed in the subject.",TECHNICAL_TASK
Optional Milestones: Designing a responsive secondary layout optimized specifically for tablet devices adds a 10% premium onto your final project score.,OPTIONAL_BONUS
The graduate teaching assistants maintain a separate spreadsheet for office hours attendance records which does not integrate with your lab repository.,ADMIN_TRAP
"Mandatory Step: Preprocess the provided image dataset by applying resizing, grayscale conversion, and pixel normalization before feeding it into the CNN.",TECHNICAL_TASK
"For 10 bonus points, split the monolithic user service into two distinct microservices.",OPTIONAL_BONUS
Refactoring your application state management to utilize a Redux toolkit slice guarantees a 15-point increase on your laboratory grade.,PRE_REQUISITE
You must execute the pip setup install script for the pandas and matplotlib libraries before executing the data processing notebook.,PRE_REQUISITE
Profiling your database queries to reduce execution latency grants an additional 4 points.,OPTIONAL_BONUS
"Document Version 2.4.1 — Revised by the Curriculum Committee on November 14, 2025 — Approved for Open Educational Resources (OER) publishing.",IGNORE
Late Penalty: Submissions exceeding the grace period incur a 5-point deduction.,WEIGHTED_PRIORITY
B. Develop a modified hardware setup capable of handling intensive CNN training processes through improved storage allocation and graphical memory support.,TECHNICAL_TASK
Build a text processing module that tokenizes input text and converts it into numerical feature representations.,TECHNICAL_TASK
Continuous assessment labs account for 15 percent of the overall mark.,WEIGHTED_PRIORITY
Make sure you register your group members on the course portal spreadsheet before you submit the final file link for online evaluation.,PRE_REQUISITE
Integrating a secondary comparative model into your pipeline can earn an optional 5% grading bonus.,OPTIONAL_BONUS
Performance Evaluation (20 pts): Classifiers achieving a macro F1-score below 0.75 on the holdout validation set will be capped at a maximum of 10 points for this specific sub-section.,WEIGHTED_PRIORITY
Converting your raw text corpus into a tokenized tensor sequence vector is required before pushing it to the model.,PRE_REQUISITE
Section Header: Part B: Supplementary Reading Material and Contextual Background Information (Optional / Non-Graded).,IGNORE
"Should you wish to experiment with low-precision tensor quantization, you can secure a slight score cushion without changing your mandatory submission files.",OPTIONAL_BONUS
The departmental server infrastructure tracks total bandwidth consumption per user account to prevent network throttling during high traffic registration windows.,ADMIN_TRAP
"ADVANCED TASK: According to the optimization techniques discussed in the lecture materials, improve the provided CNN model by adding batch normalization and dropout layers to reduce overfittin",TECHNICAL_TASK
Orientation Check: You can review the safety handbook distributed during the initial orientation lab seminar before handling any physical hardware interfaces.,PRE_REQUISITE
Submit your completed Jupyter notebook to Canvas strictly before 11:59 PM on Friday; email submissions will be deleted without being graded.,ADMIN_TRAP
"The capstone project poster session constitutes 15% of your final marks, evaluated by a panel of external industry adjudicators based on technical depth and communication clarity.",WEIGHTED_PRIORITY
Your physical group presentation performance and accompanying online slide deck account for a twenty-five percent slice of the final grading matrix.,WEIGHTED_PRIORITY
The architectural layout of your database schema diagram is weighted at 15 points toward your portfolio total.,WEIGHTED_PRIORITY
Score Weight: Reverse proxy server configuration accounts for 10% of your total mark.,WEIGHTED_PRIORITY
Finish the pipeline provided in the google classroom while implementing RegEx.,TECHNICAL_TASK
"All brands, product names, logos, and registered trademarks mentioned in this worksheet template remain the sole property of their respective corporate owners.",IGNORE
"For this assignment, you will need to implement a TF-IDF vectorizer using the Natural Language Toolkit (NLTK).",TECHNICAL_TASK
All answers provided all account only to 5 points. Any errors or incomplete entries will be instantly marked as 0.,WEIGHTED_PRIORITY
Grade Distribution: The comprehensive final exam represents 30% of your course total.,WEIGHTED_PRIORITY
Students can capture an additional ten percent valuation premium by engineering a voluntary distributed training framework across local network endpoints.,OPTIONAL_BONUS
Automating your entire model evaluation script using a voluntary continuous integration workflow provides a flat five percent bonus cushion.,OPTIONAL_BONUS
CRITERION 4: Computational complexity analysis is scaled to 15 percent.,WEIGHTED_PRIORITY
System Variable: Setting your local environment configuration variables to point to the grading cluster is required for attendance verification.,PRE_REQUISITE
Submitting your interactive user experience prototypes as a public Figma canvas URL helps the university track departmental software license utilization.,ADMIN_TRAP
Introduction to Computing Concepts — Student Learning Packet — Page 2 of 14,IGNORE
END OF MODULE 2 --- This marks the conclusion of the mandatory reading portion. Please proceed to the next section.,IGNORE
Decision tree implementation is weighted at a maximum of 20 marks.,WEIGHTED_PRIORITY
"If your model reaches convergence in fewer than fifty epochs, an automated five percent mark addition will be applied to your portfolio ledger.",OPTIONAL_BONUS
"FILE VERIFICATION: Ensure your source files run successfully on the school server prior to Sept, 202X.",ADMIN_TRAP
Students who author an optional discussion section analyzing model divergence behavior over time can capture a four-point bonus premium.,OPTIONAL_BONUS
Bonus: Add a pre-commit hook to automatically format your JavaScript files with Prettier.,OPTIONAL_BONUS
The data preprocessing section accounts for exactly 25% of your total grade.,WEIGHTED_PRIORITY
Develop a binary classification model using logistic regression to identify spam emails from the given labeled dataset.,TECHNICAL_TASK
Create a simple RegEx classifier using python local libraries and the provided corpora.,TECHNICAL_TASK
"Using the provided monthly utility records, create a time series forecasting model with LSTM to predict future electricity consumption.",TECHNICAL_TASK
Note: Submit the link to your repository's specific release tag and not the link to the main branch or the general repository homepage,ADMIN_TRAP
Score Weight: Parallel processing thread implementation accounts for exactly 10% of your submission score.,WEIGHTED_PRIORITY
"We will only evaluate your primary validation split, meaning that compiling a separate out-of-distribution performance analysis is purely a matter of personal choice for a minor grade bump.",OPTIONAL_BONUS
"INTEGRATION TASK: Connect the provided Flask application to the HuggingFace Inference API, implement a text classification endpoint, and display the predicted labels on a simple HTML frontend.",TECHNICAL_TASK
Any modifications to your terminal window background colors or font choices are saved strictly as local cookies within your individual web browser.,ADMIN_TRAP
"Submit your completed output tomorrow, 11:59 P.M. via the shared Google Drive folder.",ADMIN_TRAP
"Your final project grade will be derived from a weighted matrix: 40% for the system implementation, 30% for the final research paper, 20% for the oral presentation, and 10% for continuous sprint logs.",WEIGHTED_PRIORITY
Students can optionally craft a complete visual wireframe layout detailing their interface design choices for an automatic 5% score allocation premium.,OPTIONAL_BONUS
"Optimize the provided CNN and finetune it for implementation of banking and financing, specifically for analyzing outliers to catch financial fraud.",TECHNICAL_TASK
Instruction: Ensure that the virtual environment folder is excluded from your submission and is not pushed to the repository,ADMIN_TRAP
Submitting a comprehensive architectural block diagram alongside your code provides 2 extra credit points.,OPTIONAL_BONUS
Output Notice: Paste the exact console output produced by running your finalized script into the designated Program Output section of the activity worksheet without any manual editing or reformatting,ADMIN_TRAP
Compiling the loss computation wrapper requires the PyTorch framework to be configured with automatic differentiation tracking active from the outset.,PRE_REQUISITE
Optimization Reward: Tuning your garbage collection parameters to reduce peak memory consumption awards an extra 10% bonus modifier.,PRE_REQUISITE
The university archiving software logs the total number of group files processed during the semester to evaluate regional institutional storage consumption.,ADMIN_TRAP
"All programmatic code must be written using Python version 3.10.12, and all required external packages must be documented strictly within a requirements.txt file in the root directory.",ADMIN_TRAP
j. Late digital uploads or incomplete physical paper submissions are capped at an absolute maximum of sixty percent of the available base score.,WEIGHTED_PRIORITY
a. Select a Wikipedia article of your choice as the corpora for this exercise.,TECHNICAL_TASK
The virtual machine assignment system automatically routes standard connection complaints to the institutional IT helpdesk queue.,ADMIN_TRAP
Students are required to upload their digital identity verification scan to the department server before they can access the online assignment submission dropbox.,PRE_REQUISITE
Implementing a redis distributed lock to handle concurrent seat reservations accounts for exactly 30% of the lab score.,PRE_REQUISITE
Hardware prototype demonstration accounts for exactly 10 percent of the final mark.,WEIGHTED_PRIORITY
CRITICAL DATE: You must register your project group on Canvas before the lock date on November 12.,ADMIN_TRAP
Penalty for uncompilable code submissions: Automatic 50% deduction of milestone value.,WEIGHTED_PRIORITY
"For a 5-point bonus, implement B-tree indexing to significantly speed up your SQL query execution.",OPTIONAL_BONUS
"Data preprocessing is a critical step in machine learning, create a cleaned and normalized dataset from the provided raw banking transaction records for model training.",TECHNICAL_TASK
You must possess a verified institutional safety certification badge before configuring the laboratory hardware instances.,PRE_REQUISITE
retrains itself whenever new labeled data is added to the input folder.,TECHNICAL_TASK
Any PDF submission that does not include the signed Academic Integrity Statement as its first page will receive an immediate ten-point deduction.,ADMIN_TRAP
Submitting your mandatory individual teammate evaluation survey is handled by a secondary web server to protect student privacy logs.,ADMIN_TRAP
g. Verification of your institutional database access credentials is a mandatory step that must be completed prior to attempting the data migration tasks.,PRE_REQUISITE
Possessing a functional familiarity with relational database schema design concepts is highly recommended before beginning this infrastructure project.,PRE_REQUISITE
"With the provided banking transaction dataset, implement an anomaly detection model using Isolation Forest and flag all outlier records for further review.",TECHNICAL_TASK
"Facility Guidelines: Please remember to push back your chairs, turn off the monitor displays, and clear your desks of any personal trash before exiting the computing lab.",IGNORE
Please verify that your university student card is activated for lab access before attempting to use the hardware engineering workstations.,PRE_REQUISITE
Submitting an auxiliary feedback form alongside your repository link helps the university collect aggregate workload metrics for regional accreditation reviews.,ADMIN_TRAP
"Using the provided raw e-commerce dataset, construct a full end-to-end preprocessing and classification pipeline using scikit-learn and export the final predictions to a CSV file.",TECHNICAL_TASK
Evaluation Metrics (5 points): Please provide a written analysis of the key performance indicators used to assess the quality of your assignment.,WEIGHTED_PRIORITY
Required Reading: You can skim through the weekly lecture slides shared on the Messenger Group chat files tab before starting this worksheet.,PRE_REQUISITE
Executing the setup script requires your shell configuration file to have its default execution policy set to unrestricted mode.,PRE_REQUISITE
The peer evaluation component accounts for 5% of the overall assignment score.,WEIGHTED_PRIORITY
Introductory Computing Principles — Unit 1: Hardware Abstraction Layers — Document Control Code: HC-002 — Page 3 / 8,IGNORE
Subject: Advanced Discrete Structures (CS-301) — First Midterm Assessment Copy — Page 2 / 5 — Booklet Series B,IGNORE
Submission Notice: The activity submission slot will be automatically closed at the stated deadline without prior warning.,ADMIN_TRAP
Each completed preprocessing function will be assessed for a maximum of 5 points.,WEIGHTED_PRIORITY
All jupyter notebook must be exported and submitted as a HTML file,ADMIN_TRAP
Students must pass the initial command line navigation proficiency assessment before receiving access clearance to the main lab terminal servers.,PRE_REQUISITE
You must review the core architectural patterns covered in Quiz 2 to successfully complete the structural refactoring task.,PRE_REQUISITE
SOFTWARE COMPLIANCE CHECK Your local development machine needs a fully updated version of the Git CLI utility installed to pull the required source templates.,PRE_REQUISITE
Submissions uploaded to the LMS after the 11:55 PM server lock will be rejected.,ADMIN_TRAP
Adherence to clean coding standards and specified design patterns constitutes 10% of the overall assessment.,WEIGHTED_PRIORITY
Each of the following assignments is worth 30 points.,WEIGHTED_PRIORITY
Students can choose to write a short note about how they fixed bugs in their code for a little bit of extra marks.,OPTIONAL_BONUS
You can optionally register your project group names inside the official student enrollment ledger to secure assignment routing verification.,ADMIN_TRAP
"Machine learning models require structured pipelines to function effectively, build a Python script that handles data cleaning, feature extraction, and model evaluation using the provided customer transaction dataset.",TECHNICAL_TASK
Optional Extension: Configuring a custom reverse proxy server layer to manage load balancing rules adds a 5% premium onto your final score.,OPTIONAL_BONUS
"To Do: According to the model evaluation guide provided in the LMS, test the trained classifier on the holdout dataset and submit a written summary of its precision, recall, and F1-score results.",TECHNICAL_TASK
f. Failing to include a clean requirements file triggers an automatic twelve-point deduction from your base score.,WEIGHTED_PRIORITY
Operational Fault: Allowing cross-site scripting (XSS) vulnerabilities within the comment input fields triggers a 40-point deduction on your review.,PRE_REQUISITE
Penalty Condition: Submitting code that fails to compile on the server triggers an automatic 50% deduction across this entire worksheet.,WEIGHTED_PRIORITY
Executing your neural network architecture on the optional cluster hardware matrix grants a five percent valuation premium to your lab total.,OPTIONAL_BONUS
"After creating the baseline code, finish the dataset cleaning of the provided .csv file in the github.",TECHNICAL_TASK
B. Redesign the storage architecture of the existing device to support faster data access and more efficient neural network training operations.,TECHNICAL_TASK
You must verify your local machine runs the correct Python runtime package binaries before starting the dependency extraction script.,PRE_REQUISITE
"Using the provided labeled image dataset, design and train a CNN architecture that achieves at least 85% classification accuracy on the test split.",TECHNICAL_TASK
Build a real-time object detection application using YOLO and OpenCV on live webcam input.,TECHNICAL_TASK
You must re-read the core database normalization case studies posted in the Google Classroom announcements feed before drafting your schema.,PRE_REQUISITE
Refactoring the asynchronous state machine to eliminate thread blocks is assessed out of a maximum of 15 points on your final lab sheet.,WEIGHTED_PRIORITY
"Submission Window: This laboratory activity sheet was officially published on August 24, 2026, and will remain open for late submissions until November 2, 2026.",IGNORE
Portal Protocol: Uploading a completely empty placeholder document to the submission gate satisfies the system opening deadline requirement.,ADMIN_TRAP
Writing a k-nearest neighbors (KNN) classifier from scratch using vectorized NumPy operations is weighted at 15 marks for this lab.,WEIGHTED_PRIORITY
Deploying your local application instance to the cloud provider platform awards an extra 5% premium bonus to your final lab grade.,OPTIONAL_BONUS
"Javascript can be used in HTML for different ways, Identify at least 3 ways to do so.",TECHNICAL_TASK
Each listed name is valued at 2 points each.,WEIGHTED_PRIORITY
Updating your personal profile display preferences inside the web-based terminal interface is completely optional and intended for user interface customization.,ADMIN_TRAP
University Learning Resource Center — Activity Sheet Archive Copy — Printed for instructional formatting reference only.,IGNORE
e. Students can optionally write a summary paragraph detailing their troubleshooting experience to claim a minor nine percent score premium.,OPTIONAL_BONUS
"Optimizing your final neural network codebase using a voluntary, advanced memory-profiling utility yields a two-point grade amplification.",OPTIONAL_BONUS
Enrollment Prerequisite: You can verify that your academic transcript shows a passing mark in Advanced Mathematics prior to beginning this module.,PRE_REQUISITE
The embedded system prototype is evaluated out of a maximum 50 points.,WEIGHTED_PRIORITY
Gradient Penalty: Allowing the backpropagation updates to trigger an unmitigated exploding gradient condition results in an automatic 25-point deduction.,WEIGHTED_PRIORITY
"Write a Python function that computes the confusion matrix and prints precision, recall, and F1-score for the trained classifier.",TECHNICAL_TASK
The general institutional code of conduct applies to all campus activities during this academic term.,IGNORE
Validation Fault: Allowing test set target tokens to bleed into your tokenizer's vocabulary mappings triggers an automatic 35-point deduction.,WEIGHTED_PRIORITY
"According to the dataset specifications in the provided README, develop an MLP using Keras to classify handwritten letters from the EMNIST dataset.",TECHNICAL_TASK
An automatic 5-point penalty applies if the system documentation is missing.,WEIGHTED_PRIORITY
Criteria 2: Algorithmic efficiency is worth a maximum of 15 points.,WEIGHTED_PRIORITY
Students must successfully enroll in the multi-factor authentication system through the university web gateway before they can view the online assignment submission box.,PRE_REQUISITE
Task: Complete the following tasks below within the school period:,TECHNICAL_TASK
"According to the system design document provided in the LMS, implement a basic client-server communication system in Python using socket programming.",TECHNICAL_TASK
Generating the structural multi-layer perceptron schema requires you to possess valid execution clearance on the lab server.,PRE_REQUISITE
Having the designated team captain execute the upload prevents the grading software from creating duplicate repository entries.,ADMIN_TRAP
Deploy your completed web reservation application to a free cloud hosting platform for extra credit.,OPTIONAL_BONUS
The central campus licensing system performs a background validation on all connected machines to ensure software compliance across the department network.,ADMIN_TRAP
You can configure your service to automatically optimize incoming database payloads before archiving them for an optional 4 points to your evaluation total.,OPTIONAL_BONUS
Computer Science Laboratory Manual | Unit 2: Programming Fundamentals | Page 6 of 10,IGNORE
"The instruction to implement a secure OAuth2 authentication workflow is merely a stretch objective, meaning skipping it carries absolutely zero grade penalties.",OPTIONAL_BONUS
You need to complete the introductory tutorial on command line basics before you can access the server environment for the programming tasks.,PRE_REQUISITE
Implementing an optional logging framework to track runtime exceptions yields a 5% premium on your score.,OPTIONAL_BONUS
"Prior to running the optimization benchmarks, you must manually clear the system cache memory to ensure clean hardware performance data.",PRE_REQUISITE
Group Baseline: You can review the API endpoint mapping diagrams sent to the Messenger Group chat pinned links before editing the controller logic.,PRE_REQUISITE
The department course coordinator accepts typed documentation sheets produced via standard word processing software for bureaucratic syllabus tracking.,ADMIN_TRAP
"Write a regular expression parser that extracts phone numbers, emails, and dates from the unstructured text found in the provided log files.",TECHNICAL_TASK
Negative Weight: Incorporating any deprecated runtime libraries will incur an automatic 10-point penalty on your overall script.,WEIGHTED_PRIORITY
"Using the provided user-item interaction matrix, build a recommendation system that applies collaborative filtering to generate product suggestions.",TECHNICAL_TASK
Code Compliance: Utilizing any non-thread-safe global collections within your server code will incur a 30-point penalty on submission.,WEIGHTED_PRIORITY
"Rename your final file to exactly CS101_Assignment2_LastName_FirstName.pdf before uploading, as our automated grading script will reject any variations.",ADMIN_TRAP
Deploy your Flask application using Docker to demonstrate containerization skills.,TECHNICAL_TASK
Date Accomplished:,IGNORE
Instructing your team lead to submit the compressed folder is a logistical requirement to keep the backend directory structure unified.,ADMIN_TRAP
"Understanding math is a must for computer network engineering, so you must pass the subnetting challenge matrix before starting this router packet simulation.",PRE_REQUISITE
Plus points if you finish the task before 12PM.,OPTIONAL_BONUS
An automated script scans the central lab repository directory every midnight to clean out temporary text documentation files that exceed the age limit.,ADMIN_TRAP
You can incorporate a hardware-accelerated image processing microservice to manage incoming media attachments for an optional 4 points to your evaluation total.,OPTIONAL_BONUS
A flat two-point extra credit cushion will be automatically applied to any submission that contains an interactive prediction web space.,OPTIONAL_BONUS
"Using BeautifulSoup and the provided target URL list, build a web scraper that collects product names, prices, and ratings and exports them to a structured CSV file",TECHNICAL_TASK
The automated grading script utilizes a read-only SSH token to clone your repository from the internal GitLab server.,ADMIN_TRAP
Developing the custom backpropagation pipeline requires a strong mathematical foundation in matrix calculus and the partial derivative chain rule.,PRE_REQUISITE
The course administrative portal requires the team supervisor to check a validation box affirming that all group members contributed to the final project layout.,ADMIN_TRAP
Goodluck!,IGNORE
"Ensure you check the ""Agree to Turnitin Terms"" box prior to hitting the submit button.",ADMIN_TRAP
Page Tracking: Central Institute of Technology • Course Ref: CIT-302 • Archival Log: 2026_A • Page 15 of 18,IGNORE
The regional accreditation board requires our computing laboratory to maintain continuous hardware operational logs for annual resource auditing.,ADMIN_TRAP
You need to complete the print-formatting check on the university library portal before you bring your final spiral-bound project report for physical grading drop-off.,PRE_REQUISITE
Name:,IGNORE
SYSTEM CHECK REQ Your primary compute engine must be provisioned with at least 16GB of system RAM to avoid memory allocation failures during initial dataset loading.,PRE_REQUISITE
You must install the Docker Desktop environment and the WSL2 backend kernel before running the setup script.,PRE_REQUISITE
Constructing a secondary sequence-to-sequence model wrapper to evaluate text generation speed adds an extra three-point credit.,OPTIONAL_BONUS
Bonus Point Challenge: Implementing robust cross-origin resource sharing filters to secure all exposed endpoints yields 3 additional marks.,OPTIONAL_BONUS
Performance on hidden test data: 40% of milestone grade.,WEIGHTED_PRIORITY
Section 3.2 (System Evaluation) is worth a maximum 15 marks.,WEIGHTED_PRIORITY
"Grading Criteria for Executive Summary (15 Marks): Synthesizes key findings accurately (5), demonstrates professional academic tone (5), and provides actionable recommendations (5).",WEIGHTED_PRIORITY
Quality Deficit: Any validation checks that allow SQL injection vulnerabilities will trigger a 40-point deduction from your score.,WEIGHTED_PRIORITY
Deploying your local application to the cloud provider platform accounts for 5% of your final lab grade.,WEIGHTED_PRIORITY
Create 12 different python apps that use flask for their UI (User Interface).,TECHNICAL_TASK
"For this exercise, you will create a bag-of-words model using the TensorFlow library.",TECHNICAL_TASK
"For extra credit, integrate a background worker queue using Celery to process heavy video uploads.",OPTIONAL_BONUS
Please do not write below this line - Institutional Evaluation Rubric v2,IGNORE
"Understanding math is a must for digital signal processing, so you must pass the Fourier transform calculus review before beginning the audio filtering student activity sheet.",PRE_REQUISITE
Achieving a macro F1-score below 0.75 results in a 10-point deduction.,WEIGHTED_PRIORITY
SCORE ALLOCATION: Data cleaning pipeline carries a maximum weight of 20% of total marks.,WEIGHTED_PRIORITY
The final project presentation represents 15% of your cumulative course grade.,WEIGHTED_PRIORITY
Submitting a duplicate copy of your project directory structure helps the department archivist verify that the storage servers remain uncorrupted.,ADMIN_TRAP
All works must be submitted through a .ipynb file format.,ADMIN_TRAP
College of Information Technology — Instructional Resource Series,IGNORE
Constructing a multi-container Docker Compose file to orchestrate the services adds 4 extra,OPTIONAL_BONUS
Deduction: Missing the architecture diagram results in a flat 5-point penalty.,WEIGHTED_PRIORITY
Reference Material: You can confirm you have read the external documentation article link distributed via the official Messenger Group chat.,PRE_REQUISITE
Ensembling predictive nodes using a gradient boosted decision tree framework is assessed out of a maximum of 30 points.,WEIGHTED_PRIORITY
Providing an optional mathematical proof showing that your custom loss function satisfies the triangle inequality adds a three-point premium.,OPTIONAL_BONUS
You must pass the technical laboratory safety induction protocol before you are permitted to request specialized server hardware keys.,PRE_REQUISITE
Compilation Penalty: Leaving unused variable definitions that break the strict production compiler flags triggers an automatic 10-point deduction.,PRE_REQUISITE
PORTAL CLOSURE: Ensure your .zip file is fully processed before the server cutoff on January 15 at midnight.,ADMIN_TRAP
Rubric Segment B: Algorithmic Complexity and Scalability Analysis (Worth 30% of the milestone grade).,WEIGHTED_PRIORITY
A. Modify the provided device to have more VRAM and Storage for training use.,TECHNICAL_TASK
Component Weight: Individual contribution factor modifies the final group score by 20%.,WEIGHTED_PRIORITY
"Write a Python script that reads the provided JSON file, validates its schema, and converts it into a structured pandas DataFrame.",TECHNICAL_TASK
Algorithmic Step: Normalize the feature matrix columns to have a zero mean and unit variance before fitting.,TECHNICAL_TASK
